ma,cay,ma1,khoa,loai,vido,tenhc,kinhdo,matinh,tentinh,matinhxa,dansonguoi,trungtamhc,dientichkm2,truocsapnhap,area
3128,3084.3128,359,32Long Kiến,xã,10.4477,Long Kiến,105.488,32,tỉnh An Giang,32.359,57367,UBND xã Long Kiến,59.83,"Xã An Thạnh Trung, Xã Mỹ An, Xã Long Kiến",60296936.0
3121,3084.3121,360,32Hội An,xã,10.3786,Hội An,105.476,32,tỉnh An Giang,32.36,73897,UBND thị trấn Hội An,63.54,"Thị trấn Hội An, Xã Hòa An (huyện Chợ Mới), Xã Hòa Bình",64084088.0
3124,3084.3124,361,32Khánh Bình,xã,10.9383,Khánh Bình,105.088,32,tỉnh An Giang,32.361,39823,UBND thị trấn Long Bình cũ,104.50,"Thị trấn Long Bình, Xã Khánh An, Xã Khánh Bình",18241435.0
3143,3084.3143,362,32Phú Hòa,xã,10.3021,Phú Hòa,105.393,32,tỉnh An Giang,32.362,41306,UBND thị trấn Phú Hòa cũ,71.80,"Thị trấn Phú Hòa, Xã Phú Thuận, Xã Vĩnh Chánh",72444588.0
3141,3084.3141,363,32Óc Eo,xã,10.2631,Óc Eo,105.161,32,tỉnh An Giang,32.363,39481,UBND thị trấn Óc Eo,68.79,"Thị trấn Óc Eo, Xã Vọng Thê, Xã Vọng Đông",69459835.0
3156,3084.3156,364,32Tây Phú,xã,10.3254,Tây Phú,105.172,32,tỉnh An Giang,32.364,23229,xã Tây Phú,93.80,"Xã An Bình, Xã Mỹ Phú Đông, Xã Tây Phú",94729325.0
3184,3084.3184,365,32Vĩnh Trạch,xã,10.2943,Vĩnh Trạch,105.344,32,tỉnh An Giang,32.365,32397,xã Vĩnh Trạch,57.94,"Xã Vĩnh Khánh, Xã Vĩnh Trạch",58444888.0
3109,3084.3109,366,32Định Mỹ,xã,10.3245,Định Mỹ,105.266,32,tỉnh An Giang,32.366,42328,UBND xã Định Thành cũ,109.77,"Xã Vĩnh Phú (huyện Thoại Sơn), Xã Định Thành, Xã Định Mỹ",110793179.0
3163,3084.3163,367,32Thoại Sơn,xã,10.2409,Thoại Sơn,105.227,32,tỉnh An Giang,32.367,52588,UBND huyện Thoại Sơn cũ,68.92,"Thị trấn Núi Sập, Xã Thoại Giang, Xã Bình Thành",69527371.0
3148,3084.3148,368,32Rạch Giá,phường,9.99098,Rạch Giá,105.1,32,tỉnh An Giang,32.368,250661,Thành ủy TP Rạch Giá,45.53,"Phường Vĩnh Quang, Phường Vĩnh Thanh, Phường Vĩnh Thanh Vân, Phường Vĩnh Lạc, Phường An Hòa, Phường Vĩnh Hiệp, Phường An Bình, Phường Rạch Sỏi, Phường Vĩnh Lợi",45958938.0
3182,3084.3182,369,32Vĩnh Thông,phường,10.0664,Vĩnh Thông,105.125,32,tỉnh An Giang,32.369,55185,UBND phường Vĩnh Thông,95.89,"Phường Vĩnh Thông, Xã Phi Thông, Xã Mỹ Lâm",95945281.0
3167,3084.3167,370,32Tô Châu,phường,10.3215,Tô Châu,104.552,32,tỉnh An Giang,32.37,25865,UBND phường Tô Châu,79.77,"Phường Tô Châu, Xã Thuận Yên, Xã Dương Hòa",77037014.0
3116,3084.3116,371,32Hà Tiên,phường,10.4029,Hà Tiên,104.469,32,tỉnh An Giang,32.371,40609,UBND TP Hà Tiên,61.35,"Phường Pháo Đài, Phường Bình San, Phường Mỹ Đức, Phường Đông Hồ",61918902.0
3126,3084.3126,372,32Kiên Lương,xã,10.1964,Kiên Lương,104.649,32,tỉnh An Giang,32.372,58312,huyện Ủy Kiên Lương cũ,138.07,"Thị trấn Kiên Lương, Xã Bình An (huyện Kiên Lương), Xã Bình Trị",135939567.0
3173,3084.3173,373,32Vĩnh Điều,xã,10.4572,Vĩnh Điều,104.729,32,tỉnh An Giang,32.373,17526,UBND xã Vĩnh Điều,229.35,"Xã Vĩnh Phú (huyện Giang Thành), Xã Vĩnh Điều",231911137.0
3113,3084.3113,374,32Giang Thành,xã,10.4479,Giang Thành,104.6,32,tỉnh An Giang,32.374,20039,UBND huyện Giang Thành cũ,184.14,"Xã Tân Khánh Hòa, Xã Phú Lợi, Xã Phú Mỹ",185739022.0
3117,3084.3117,375,32Hòa Điền,xã,10.3337,Hòa Điền,104.676,32,tỉnh An Giang,32.375,24099,UBND xã Kiên Bình,285.38,"Xã Kiên Bình, Xã Hòa Điền",288360026.0
3122,3084.3122,376,32Hòn Đất,xã,10.2161,Hòn Đất,104.93,32,tỉnh An Giang,32.376,61517,UBND huyện Hòn Đất,281.70,"Thị trấn Hòn Đất, Xã Lình Huỳnh, Xã Thổ Sơn, Xã Nam Thái Sơn",281403868.0
3096,3084.3096,377,32Bình Sơn,xã,10.2664,Bình Sơn,104.859,32,tỉnh An Giang,32.377,61517,xã Bình Sơn,281.70,Không sáp nhập,185457095.0
3137,3084.3137,378,32Nhơn Hội,xã,10.8832,Nhơn Hội,105.064,32,tỉnh An Giang,32.378,5754,UBND xã Quốc Thái cũ,43.82,"Xã Quốc Thái, Xã Nhơn Hội, Xã Phước Hưng, Xã Phú Hội (phần còn lại sau khi sáp nhập vào xã An Phú)",45287864.0
3093,3084.3093,379,32Bình Giang,xã,10.3092,Bình Giang,104.791,32,tỉnh An Giang,32.379,18257,UBND xã Bình Giang,163.70,Không sáp nhập,164955042.0
3150,3084.315,380,32Sơn Kiên,xã,10.192,Sơn Kiên,105.002,32,tỉnh An Giang,32.38,29682,UBND xã Sơn Kiên cũ,163.41,"Xã Sơn Bình, Xã Mỹ Thái, Xã Sơn Kiên",164431022.0
3135,3084.3135,381,32Mỹ Thuận,xã,10.1723,Mỹ Thuận,105.078,32,tỉnh An Giang,32.381,60747,UBND xã Mỹ Thuận,210.50,"Thị trấn Sóc Sơn, Xã Mỹ Hiệp Sơn, Xã Mỹ Phước, Xã Mỹ Thuận",212140630.0
3154,3084.3154,382,32Tân Hội,xã,10.1453,Tân Hội,105.18,32,tỉnh An Giang,32.382,4945,UBND xã Tân Thành,146.28,"Xã Tân Hòa, Xã Tân An (huyện Tân Hiệp), Xã Tân Thành, Xã Tân Hội",147640572.0
3153,3084.3153,383,32Tân Hiệp,xã,10.0857,Tân Hiệp,105.301,32,tỉnh An Giang,32.383,66731,UBND huyện Tân Hiệp,146.62,"Thị trấn Tân Hiệp, Xã Tân Hiệp B, Xã Thạnh Đông B, Xã Thạnh Đông",147661101.0
3158,3084.3158,384,32Thạnh Đông,xã,10.0209,Thạnh Đông,105.253,32,tỉnh An Giang,32.384,53678,UBND xã Thạnh Đông A cũ,130.02,"Xã Tân Hiệp A, Xã Thạnh Trị, Xã Thạnh Đông A",131069937.0
3102,3084.3102,385,32Châu Thành,xã,9.90357,Châu Thành,105.194,32,tỉnh An Giang,32.385,39104,UBND huyện Châu Thành cũ,47.71,"Thị trấn Minh Lương, Xã Minh Hòa, Xã Giục Tượng",108631864.0
3091,3084.3091,386,32Bình An,xã,9.88888,Bình An,105.135,32,tỉnh An Giang,32.386,59475,UBND xã Bình An,73.43,"Xã Bình An (huyện Châu Thành), Xã Vĩnh Hòa Hiệp, Xã Vĩnh Hòa Phú",73146772.0
3160,3084.316,387,32Thạnh Lộc,xã,10.0178,Thạnh Lộc,105.169,32,tỉnh An Giang,32.387,59562,UBND xã Mong Thọ B cũ,104.62,"Xã Thạnh Lộc (huyện Châu Thành), Xã Mong Thọ, Xã Mong Thọ A, Xã Mong Thọ B",105669023.0
3144,3084.3144,388,32Phú Hữu,xã,10.8631,Phú Hữu,105.118,32,tỉnh An Giang,32.388,41254,UBND xã Phú Hữu,60.54,"Xã Phú Hữu, Xã Vĩnh Lộc, Xã Phước Hưng (phần còn lại sau khi sáp nhập vào xã An Phú và Nhơn Hội)",81765421.0
3114,3084.3114,389,32Giồng Riềng,xã,9.92527,Giồng Riềng,105.273,32,tỉnh An Giang,32.389,70384,đang cập nhật,122.10,"Thị trấn Giồng Riềng, Xã Bàn Tân Định, Xã Thạnh Hòa, Xã Bàn Thạch, Xã Thạnh Bình",123032645.0
3159,3084.3159,390,32Thạnh Hưng,xã,9.98824,Thạnh Hưng,105.381,32,tỉnh An Giang,32.39,46773,UBND xã Thạnh Phước cũ,142.54,"Xã Thạnh Lộc (huyện Giồng Riềng), Xã Thạnh Phước, Xã Thạnh Hưng",144385110.0
3136,3084.3136,391,32Ngọc Chúc,xã,9.91663,Ngọc Chúc,105.392,32,tỉnh An Giang,32.391,38705,UBND xã Ngọc Chúc,90.25,"Xã Ngọc Thuận, Xã Ngọc Thành, Xã Ngọc Chúc",91018748.0
3118,3084.3118,392,32Hòa Hưng,xã,9.89649,Hòa Hưng,105.48,32,tỉnh An Giang,32.392,37877,UBND xã Hòa Hưng,114.24,"Xã Hòa An (huyện Giồng Riềng), Xã Hòa Lợi, Xã Hòa Hưng",114986795.0
3130,3084.313,393,32Long Thạnh,xã,9.83867,Long Thạnh,105.313,32,tỉnh An Giang,32.393,4225,UBND xã Long Thạnh,96.37,"Xã Vĩnh Phú (huyện Giồng Riềng), Xã Vĩnh Thạnh, Xã Long Thạnh",97362134.0
3120,3084.312,394,32Hòa Thuận,xã,9.84949,Hòa Thuận,105.404,32,tỉnh An Giang,32.394,317,UBND xã Hòa Thuận,73.85,"Xã Ngọc Hòa, Xã Hòa Thuận",74540513.0
3115,3084.3115,395,32Gò Quao,xã,9.7456,Gò Quao,105.294,32,tỉnh An Giang,32.395,44695,UBND huyện Gò Quao,83.92,"Thị trấn Gò Quao, Xã Vĩnh Phước B, Xã Định An",84564027.0
3178,3084.3178,396,32Vĩnh Hòa Hưng,xã,9.77706,Vĩnh Hòa Hưng,105.373,32,tỉnh An Giang,32.396,37528,Xã Vĩnh Hòa Hưng Nam cũ,95.94,"Xã Vĩnh Hòa Hưng Bắc, Xã Vĩnh Hòa Hưng Nam",97049033.0
3108,3084.3108,397,32Định Hòa,xã,9.7568,Định Hòa,105.215,32,tỉnh An Giang,32.397,56675,UBND xã Định Hòa,143.79,"Xã Thới Quản, Xã Thủy Liễu, Xã Định Hòa",145000172.0
3185,3084.3185,398,32Vĩnh Tuy,xã,9.65691,Vĩnh Tuy,105.323,32,tỉnh An Giang,32.398,36859,UBND xã Vĩnh Thắng cũ,115.86,"Xã Vĩnh Thắng, Xã Vĩnh Phước A, Xã Vĩnh Tuy",116940236.0
3085,3084.3085,399,32An Biên,xã,9.7871,An Biên,105.097,32,tỉnh An Giang,32.399,53784,UBND huyện An Biên,118.27,"Thị trấn Thứ Ba, Xã Đông Yên, Xã Hưng Yên",119468565.0
3157,3084.3157,400,32Tây Yên,xã,9.88419,Tây Yên,105.053,32,tỉnh An Giang,32.4,5259,UBND xã Tây Yên cũ,127.50,"Xã Tây Yên A, Xã Nam Yên, Xã Tây Yên",123026454.0
3112,3084.3112,401,32Đông Thái,xã,9.79932,Đông Thái,105.001,32,tỉnh An Giang,32.401,54321,UBND xã Đông Thái,154.52,"Xã Nam Thái, Xã Nam Thái A, Xã Đông Thái",154586589.0
3088,3084.3088,402,32An Minh,xã,9.60108,An Minh,104.972,32,tỉnh An Giang,32.402,35596,UBND huyện An Minh,142.30,"Thị trấn Thứ Mười Một, Xã Đông Hưng, Xã Đông Hưng B",143670132.0
3169,3084.3169,403,32U Minh Thượng,xã,9.59173,U Minh Thượng,105.105,32,tỉnh An Giang,32.403,46246,UBND huyện U Minh Thượng,286.47,"Xã An Minh Bắc, Xã Minh Thuận",288797719.0
3110,3084.311,404,32Đông Hòa,xã,9.6999,Đông Hòa,104.992,32,tỉnh An Giang,32.404,45282,UBND xã Đông Hòa,151.88,"Xã Đông Thạnh, Xã Đông Hòa",154369821.0
3155,3084.3155,405,32Tân Thạnh,xã,9.76306,Tân Thạnh,104.909,32,tỉnh An Giang,32.405,35806,UBND xã Tân Thạnh,70.80,"Xã Tân Thạnh (huyện An Minh), Xã Thuận Hòa",115616081.0
3111,3084.3111,406,32Đông Hưng,xã,9.65306,Đông Hưng,104.881,32,tỉnh An Giang,32.406,22281,UBND xã Đông Hưng A,81.62,"Xã Vân Khánh Đông, Xã Đông Hưng A",80162942.0
3176,3084.3176,407,32Vĩnh Hậu,xã,10.7753,Vĩnh Hậu,105.126,32,tỉnh An Giang,32.407,17948,thị trấn Đa Phước cũ,105.94,"Thị trấn Đa Phước, Xã Vĩnh Trường, Xã Vĩnh Hậu",49081786.0
3170,3084.317,408,32Vân Khánh,xã,9.56421,Vân Khánh,104.879,32,tỉnh An Giang,32.408,21748,UBND xã Vân Khánh,90.84,"Xã Vân Khánh Tây, Xã Vân Khánh",89680934.0
3177,3084.3177,409,32Vĩnh Hòa,xã,9.69581,Vĩnh Hòa,105.169,32,tỉnh An Giang,32.409,51651,Xã Thạnh Yên cũ,146.23,"Xã Vĩnh Hòa (huyện U Minh Thượng), Xã Thạnh Yên A, Xã Hòa Chánh, Xã Thạnh Yên",147584989.0
3172,3084.3172,410,32Vĩnh Bình,xã,9.60534,Vĩnh Bình,105.248,32,tỉnh An Giang,32.41,43575,Xã Bình Minh cũ,159.68,"Xã Vĩnh Bình Bắc, Xã Vĩnh Bình Nam, Xã Bình Minh",161191716.0
3183,3084.3183,411,32Vĩnh Thuận,xã,9.50681,Vĩnh Thuận,105.193,32,tỉnh An Giang,32.411,30511,Xã Vĩnh Thuận,95.46,"Xã Tân Thuận, Xã Vĩnh Thuận",96334713.0
3179,3084.3179,412,32Vĩnh Phong,xã,9.46393,Vĩnh Phong,105.26,32,tỉnh An Giang,32.412,43257,UBND huyện Vĩnh Thuận cũ,139.30,"Thị trấn Vĩnh Thuận, Xã Phong Đông, Xã Vĩnh Phong",140457720.0
3146,3084.3146,413,32Phú Quốc,đặc khu,10.2751,Phú Quốc,103.991,32,tỉnh An Giang,32.413,294400,UBND TP Phú Quốc hiện nay,589.27,"Phường Dương Đông, Phường An Thới, Xã Dương Tơ, Xã Hàm Ninh, Xã Cửa Dương, Xã Bãi Thơm, Xã Gành Dầu, Xã Cửa Cạn",570469109.0
2997,2981.2997,414,31Cao Lãnh,phường,10.4399,Cao Lãnh,105.624,31,tỉnh Đồng Tháp,31.414,137387,UBND phường 1,73.30,"Phường 1 (thành phố Cao Lãnh), Phường 3, Phường 4, Phường 6, Phường Hòa Thuận, Xã Hòa An, Xã Tịnh Thới, Xã Tân Thuận Tây, Xã Tân Thuận Đông",74108945.0
3027,2981.3027,415,31Mỹ Ngãi,phường,10.5092,Mỹ Ngãi,105.611,31,tỉnh Đồng Tháp,31.415,đang cập nhật,UBND xã Mỹ Tân,49.05,"Phường Mỹ Ngãi, Xã Mỹ Tân (thành phố Cao Lãnh), Xã Tân Nghĩa",49470112.0
3036,2981.3036,416,31Mỹ Trà,phường,10.4796,Mỹ Trà,105.676,31,tỉnh Đồng Tháp,31.416,46757,UBND phường Mỹ Phú,46.30,"Phường Mỹ Phú, Xã Nhị Mỹ, Xã An Bình, Xã Mỹ Trà",46643054.0
3046,2981.3046,417,31Sa Đéc,phường,10.329,Sa Đéc,105.739,31,tỉnh Đồng Tháp,31.417,104509,UBND phường 1,46.90,"Phường 1, Phường 2, Phường 3, Phường 4 (thành phố Sa Đéc), Phường An Hòa, Phường Tân Quy Đông, Xã Tân Khánh Đông, Xã Tân Quy Tây",47246929.0
3054,2981.3054,418,31Tân Hồng,xã,10.8673,Tân Hồng,105.439,31,tỉnh Đồng Tháp,31.418,39974,UBND thị trấn Sa Rài,102.80,"Thị trấn Sa Rài, Xã Bình Phú (huyện Tân Hồng), Xã Tân Công Chí",103647359.0
3374,2981.2986,3374,31An Phước,xã,10.8239,An Phước,105.534,31,tỉnh Đồng Tháp,31.3374,23788,UBND xã Tân Phước,64.90,"Xã Tân Phước (huyện Tân Hồng), Xã An Phước",65709395.0
3010,2981.301,420,31Hồng Ngự,phường,10.8412,Hồng Ngự,105.377,31,tỉnh Đồng Tháp,31.42,53945,UBND phường An Thạnh,64.20,"Phường An Thạnh, Xã Bình Thạnh, Xã Tân Hội (thành phố Hồng Ngự)",64770766.0
3077,2981.3077,421,31Thường Phước,xã,10.8523,Thường Phước,105.241,31,tỉnh Đồng Tháp,31.421,59864,UBND thị trấn Thường Thới Tiền,80.70,"Thị trấn Thường Thới Tiền, Xã Thường Phước 1, Xã Thường Phước 2",81719106.0
3076,2981.3076,422,31Thường Lạc,phường,10.8453,Thường Lạc,105.319,31,tỉnh Đồng Tháp,31.422,38225,UBND phường An Lạc,43.70,"Phường An Lạc, Xã Thường Thới Hậu A, Xã Thường Lạc",43960346.0
3018,2981.3018,423,31Long Khánh,xã,10.7993,Long Khánh,105.309,31,tỉnh Đồng Tháp,31.423,7707,UBND xã Long Khánh B,21.30,"Xã Long Khánh A, Xã Long Khánh B",27389094.0
2982,2981.2982,424,31An Bình,phường,10.7881,An Bình,105.39,31,tỉnh Đồng Tháp,31.424,5015,UBND phường An Lộc,18.39,"Phường An Lộc, Phường An Bình A, Phường An Bình B",50563608.0
3019,2981.3019,425,31Long Phú Thuận,xã,10.7522,Long Phú Thuận,105.334,31,tỉnh Đồng Tháp,31.425,61107,UBND xã Long Thuận,56.60,"Xã Long Thuận, Xã Phú Thuận A, Xã Phú Thuận B",58668615.0
3078,2981.3078,426,31Tràm Chim,xã,10.7468,Tràm Chim,105.621,31,tỉnh Đồng Tháp,31.426,22725,UBND thị trấn Tràm Chim,90.20,"Thị trấn Tràm Chim, Xã Tân Công Sính",90993977.0
3048,2981.3048,427,31Tam Nông,xã,10.7541,Tam Nông,105.532,31,tỉnh Đồng Tháp,31.427,21031,UBND xã Phú Hiệp,102.70,"Xã Phú Đức, Xã Phú Hiệp",103842719.0
2983,2981.2983,428,31An Hòa,xã,10.7532,An Hòa,105.462,31,tỉnh Đồng Tháp,31.428,19033,UBND xã An Hòa,77.90,"Xã Phú Thành B, Xã An Hòa",78987162.0
3152,3084.3152,429,32Tân Châu,phường,10.7737,Tân Châu,105.248,32,tỉnh An Giang,32.429,33506,Phường Long Thạnh,17.39,"Phường Long Thạnh, Phường Long Sơn",17526714.0
2985,2981.2985,430,31An Long,xã,10.6442,An Long,105.411,31,tỉnh Đồng Tháp,31.43,5005,UBND xã Phú Ninh,72.20,"Xã An Phong, Xã Phú Ninh, Xã An Long",72972001.0
3041,2981.3041,431,31Phú Cường,xã,10.7401,Phú Cường,105.655,31,tỉnh Đồng Tháp,31.431,21122,UBND xã Phú Cường,89.90,"Xã Phú Cường (huyện Tam Nông), Xã Hòa Bình, Xã Gáo Giồng",90531078.0
3044,2981.3044,432,31Phú Thọ,xã,10.6933,Phú Thọ,105.483,31,tỉnh Đồng Tháp,31.432,30372,UBND xã Phú Thành A,84.90,"Xã Phú Thành A, Xã Phú Thọ",85430367.0
3074,2981.3074,433,31Tháp Mười,xã,10.5821,Tháp Mười,105.808,31,tỉnh Đồng Tháp,31.433,44427,UBND thị trấn Mỹ An,70.40,"Thị trấn Mỹ An, Xã Mỹ An, Xã Mỹ Hòa",70865833.0
3080,2981.308,434,31Trường Xuân,xã,10.6294,Trường Xuân,105.791,31,tỉnh Đồng Tháp,31.434,36405,UBND xã Trường Xuân,67.94,"Xã Thạnh Lợi, Xã Trường Xuân",114477311.0
3186,3084.3186,435,32Vĩnh Xương,xã,10.8737,Vĩnh Xương,105.174,32,tỉnh An Giang,32.435,41369,UBND xã Vĩnh Hòa cũ,50.21,"Xã Vĩnh Hòa (thị xã Tân Châu), Xã Phú Lộc, Xã Vĩnh Xương",50928752.0
3030,2981.303,436,31Mỹ Quí,xã,10.5302,Mỹ Quí,105.774,31,tỉnh Đồng Tháp,31.436,36223,UBND xã Mỹ Quí,119.90,"Xã Láng Biển, Xã Mỹ Đông, Xã Mỹ Quí",120759648.0
3001,2981.3001,437,31Đốc Binh Kiều,xã,10.5502,Đốc Binh Kiều,105.883,31,tỉnh Đồng Tháp,31.437,28797,UBND xã Đốc Binh Kiều,77.80,"Xã Tân Kiều, Xã Đốc Binh Kiều",78392077.0
2475,2369.2475,438,26Tà Năng,xã,11.5905,Tà Năng,108.494,26,tỉnh Lâm Đồng,26.438,13077,UBND xã Tà Năng,258.33,"Xã Đa Quyn, Xã Tà Năng",259444595.0
2474,2369.2474,439,26Tà Hine,xã,11.5676,Tà Hine,108.364,26,tỉnh Lâm Đồng,26.439,23027,UBND xã Tà Hine,128.69,"Xã Ninh Loan, Xã Đà Loan, Xã Tà Hine",129411323.0
2382,2369.2382,440,26Bảo Thuận,xã,11.4907,Bảo Thuận,108.14,26,tỉnh Lâm Đồng,26.44,29557,UBND xã Đinh Lạc,300.30,"Xã Đinh Lạc, Xã Tân Nghĩa, Xã Bảo Thuận",300844871.0
2415,2369.2415,441,26Gia Hiệp,xã,11.5038,Gia Hiệp,108.217,26,tỉnh Lâm Đồng,26.441,21462,UBND xã Tam Bố,324.43,"Xã Tam Bố, Xã Gia Hiệp",324925320.0
2469,2369.2469,442,26Sơn Điền,xã,11.3495,Sơn Điền,108.065,26,tỉnh Lâm Đồng,26.442,731,UBND xã Gia Bắc,261.88,"Xã Gia Bắc, Xã Sơn Điền",262400067.0
2405,2369.2405,443,26Đinh Trang Thượng,xã,11.7091,Đinh Trang Thượng,107.984,26,tỉnh Lâm Đồng,26.443,20568,UBND xã Tân Lâm,203.77,"Xã Tân Lâm, Xã Tân Thượng, Xã Đinh Trang Thượng",204160131.0
1987,1967.1987,444,22Đăk Long,xã,14.9649,Đăk Long,107.574,22,tỉnh Quảng Ngãi,22.444,5193,Xã Đăk Long,280.50,Không sáp nhập,281182951.0
1989,1967.1989,445,22Đăk Môn,xã,14.9516,Đăk Môn,107.69,22,tỉnh Quảng Ngãi,22.445,13685,đang cập nhật,150.80,"Xã Đăk Kroong, Xã Đăk Môn",151085449.0
2003,1967.2003,446,22Dục Nông,xã,14.8213,Dục Nông,107.65,22,tỉnh Quảng Ngãi,22.446,15771,Xã Đăk Dục,321.99,"Xã Đăk Ang, Xã Đăk Dục, Xã Đăk Nông",322114668.0
1995,1967.1995,447,22Đăk Sao,xã,14.9425,Đăk Sao,107.836,22,tỉnh Quảng Ngãi,22.447,6676,Xã Đăk Sao,172.29,"Xã Đăk Na, Xã Đăk Sao",173600308.0
1997,1967.1997,448,22Đăk Tờ Kan,xã,14.8492,Đăk Tờ Kan,107.872,22,tỉnh Quảng Ngãi,22.448,8921,Xã Đăk Hà,131.84,"Xã Đăk Rơ Ông, Xã Đăk Tờ Kan",133229202.0
2029,1967.2029,449,22Ngọk Tụ,xã,14.7529,Ngọk Tụ,107.768,22,tỉnh Quảng Ngãi,22.449,846,Xã Ngọk Tụ,160.97,"Xã Đăk Rơ Nga, Xã Ngọk Tụ",161033657.0
2010,1967.201,450,22Kon Đào,xã,14.7452,Kon Đào,107.865,22,tỉnh Quảng Ngãi,22.45,1334,Xã Đăk Trăm,129.34,"Xã Văn Lem, Xã Đăk Trăm, Xã Kon Đào",131242837.0
1992,1967.1992,451,22Đăk Pxi,xã,14.719,Đăk Pxi,108.005,22,tỉnh Quảng Ngãi,22.451,11194,Xã Đăk Long,325.35,"Xã Đăk Long (thuộc huyện Đăk Hà), Xã Đăk Pxi",325729810.0
1998,1967.1998,452,22Đăk Ui,xã,14.5862,Đăk Ui,108.009,22,tỉnh Quảng Ngãi,22.452,12077, Xã Đăk Ngọk,132.52,"Xã Đăk Ngọk, Xã Đăk Ui",132382015.0
1980,1967.198,453,22Bờ Y,xã,14.7068,Bờ Y,107.609,22,tỉnh Quảng Ngãi,22.453,35375, Thị trấn Plei Kần (cũ),242.11,"Thị trấn Plei Kần, Xã Đăk Xú, Xã Pờ Y",243302275.0
2035,1967.2035,454,22Sa Loong,xã,14.596,Sa Loong,107.634,22,tỉnh Quảng Ngãi,22.454,12676, Xã Đăk Kan,275.26,"Xã Đăk Kan, Xã Sa Loong",275222749.0
1996,1967.1996,455,22Đăk Tô,xã,14.6189,Đăk Tô,107.824,22,tỉnh Quảng Ngãi,22.455,35216,đang cập nhật,218.38,"Thị trấn Đăk Tô, Xã Tân Cảnh, Xã Pô Kô, Xã Diên Bình",218289053.0
3151,3084.3151,456,32Tân An,xã,10.8032,Tân An,105.184,32,tỉnh An Giang,32.456,41922,UBND xã Tân An,40.61,"Xã Tân An, Xã Tân Thạnh (thị xã Tân Châu), Xã Long An",40859385.0
2989,2981.2989,457,31Bình Hàng Trung,xã,10.4245,Bình Hàng Trung,105.775,31,tỉnh Đồng Tháp,31.457,39533,UBND xã Bình Hàng Trung,78.20,"Xã Tân Hội Trung, Xã Bình Hàng Tây, Xã Bình Hàng Trung",86853138.0
3069,2981.3069,458,31Thanh Bình,xã,10.6027,Thanh Bình,105.517,31,tỉnh Đồng Tháp,31.458,4741,UBND thị trấn Thanh Bình,86.00,"Xã Tân Mỹ, Xã Tân Phú (huyện Thanh Bình), Thị trấn Thanh Bình, Xã Tân Thạnh (huyện Thanh Bình)",86545824.0
3066,2981.3066,459,31Tân Thạnh,xã,10.6109,Tân Thạnh,105.467,31,tỉnh Đồng Tháp,31.459,35806,UBND xã Tân Thạnh,70.80,"Xã Phú Lợi, Xã Tân Thạnh (huyện Thanh Bình) (phần còn lại sau khi sáp nhập vào xã Thanh Bình)",60428977.0
2992,2981.2992,460,31Bình Thành,xã,10.5866,Bình Thành,105.567,31,tỉnh Đồng Tháp,31.46,32182,UBND xã Bình Thành,72.10,"Xã Bình Thành (huyện Thanh Bình), Xã Bình Tấn",72723079.0
3057,2981.3057,461,31Tân Long,xã,10.6273,Tân Long,105.38,31,tỉnh Đồng Tháp,31.461,35492,UBND xã Tân Bình,102.12,"Xã Tân Bình, Xã Tân Hòa (huyện Thanh Bình), Xã Tân Quới, Xã Tân Huề, Xã Tân Long, Xã Phú Thuận B (phần còn lại sau khi sáp nhập vào xã Long Phú Thuận)",96318291.0
3014,2981.3014,462,31Lấp Vò,xã,10.3521,Lấp Vò,105.578,31,tỉnh Đồng Tháp,31.462,73883,UBND thị trấn Lấp Vò,85.20,"Thị trấn Lấp Vò, Xã Bình Thành (huyện Lấp Vò), Xã Vĩnh Thạnh, Xã Bình Thạnh Trung",85867973.0
